KO_code	Transcripts
K03637	5.0
K17686	1.0
K03631	6.0
K03630	30.0
K00180	20.0
K11105	11.0
K16962	8.0
K03149	0.0
K03148	0.0
K03639	5.0
K06162	0.0
K06163	0.0
K10112	5.0
K07001	16.0
K06166	0.0
K06167	4.0
K02313	17.0
K06165	0.0
K06283	0.0
K03147	0.0
K06168	5.0
K12942	0.0
K06287	38.0
K08483	54.0
K00260	91.0
K00266	47.0
K02341	5.0
K05845	13.0
K05847	13.0
K04083	4.0
K02016	3.0
K00971	10.0
K03531	27.0
K02017	1.0
K01992	26.0
K01990	45.0
K02112	101.0
K06436	9.0
K11755	3.0
K04749	5.0
K01515	17.0
K01783	18.0
K01104	12.0
K11753	14.0
K06967	3.0
K05592	33.0
K00868	5.0
K03737	216.0
K02010	9.0
K00680	2.0
K07139	5.0
K02111	78.0
K01681	3.0
K01295	1.0
K13626	27.0
K01297	1.0
K03977	10.0
K01193	0.0
K05601	6.0
K01126	0.0
K02314	28.0
K02823	4.0
K01198	0.0
K14540	9.0
K14231	12.0
K00215	24.0
K01035	0.0
K01034	0.0
K04517	3.0
K00655	10.0
K06164	0.0
K02030	5.0
K02031	3.0
K02032	3.0
K02033	72.0
K02034	70.5
K02035	109.0
K03625	7.0
K02037	0.0
K01585	1.0
K07090	1.0
K16961	11.0
K00602	21.0
K07095	23.0
K00604	9.0
K00606	3.0
K07099	2.0
K07098	4.0
K01420	2.0
K00532	14.0
K00919	8.0
K01588	7.0
K03553	11.0
K01425	7.0
K07560	7.0
K10974	31.0
K02011	0.0
K07568	5.0
K14665	0.0
K13652	1.0
K02050	2.0
K01449	0.0
K11198	1.0
K01463	11.0
K14534	33.5
K07391	0.0
K01761	0.0
K07646	7.0
K03594	0.0
K03595	15.0
K03596	13.0
K01042	1.0
K03458	3.0
K02519	28.0
K02518	60.0
K00974	1.0
K02108	61.0
K03980	8.0
K11175	9.0
K01734	19.0
K06518	5.0
K01733	2.0
K01639	25.0
K15023	19.0
K01921	3.0
K12267	5.0
K01633	12.0
K01926	45.0
K01738	1.0
K15024	43.0
K07024	16.0
K07025	2.0
K07027	5.0
K03856	3.0
K00043	31.0
K00042	0.0
K05833	56.0
K07533	15.0
K03521	260.0
K02422	31.0
K03210	40.0
K02420	19.0
K06412	85.0
K06941	4.0
K03527	9.0
K03526	2.0
K03529	9.0
K12573	3.0
K06949	6.0
K07141	2.0
K00925	59.0
K07467	1.0
K03778	96.0
K07460	0.0
K06015	4.0
K08998	17.0
K09761	6.0
K02358	298.0
K01814	1.0
K05808	32.0
K01811	10.0
K02217	45.0
K06042	6.0
K02355	189.0
K02357	65.0
K02356	45.0
K06958	10.0
K13275	0.0
K00134	182.0
K04043	29.0
K04042	25.0
K00131	3.0
K05823	9.0
K00088	37.0
K01952	19.0
K01953	0.0
K01951	24.0
K15460	2.0
K03299	0.0
K00783	4.0
K00784	2.0
K07040	87.0
K07736	25.0
K07737	8.0
K00788	0.0
K00789	21.0
K03296	9.0
K00030	4.0
K03294	2.0
K03073	74.0
K03070	40.0
K03077	0.0
K03076	132.0
K03075	16.0
K01809	5.0
K01255	3.0
K02119	6.0
K01736	2.0
K02012	17.0
K07464	7.0
K07321	12.0
K03177	18.0
K05896	7.0
K05895	5.0
K02118	8.0
K07723	18.0
K06131	11.0
K01873	29.0
K00864	2.0
K00554	9.0
K09748	14.0
K01687	0.0
K12574	30.0
K00558	5.0
K01501	9.0
K02653	3.0
K01179	2.0
K16850	31.0
K01262	25.0
K06387	0.0
K07217	0.0
K06023	5.0
K00812	76.0
K03719	37.0
K00817	2.0
K00951	8.0
K00950	14.0
K00954	7.0
K07219	5.0
K02315	22.0
K03481	3.0
K08301	7.0
K08302	24.0
K08303	12.0
K03486	9.0
K08309	4.0
K06180	11.0
K05795	46.0
K05796	23.0
K06183	3.0
K05792	8.0
K06187	27.0
K01493	25.0
K02601	104.0
K02600	24.0
K07727	4.0
K05799	4.0
K01495	14.0
K03592	5.0
K02419	20.0
K01677	4.0
K02412	23.0
K03551	3.0
K02410	20.0
K02411	22.0
K02416	16.0
K02417	34.0
K10440	1.0
K10441	1.0
K01778	5.0
K01779	10.0
K01591	2.0
K02782	2.0
K02783	2.0
K01770	3.0
K02781	1.0
K01776	5.0
K01777	350.0
K01775	14.0
K07106	0.0
K07105	6.0
K07456	4.0
K01928	5.0
K16950	0.0
K16951	0.0
K02892	113.0
K02890	102.0
K02777	1.0
K10439	2.0
K02774	12.0
K02773	4.0
K14155	3.0
K01489	10.0
K07699	100.0
K09696	4.0
K02071	2.0
K02072	2.0
K02073	4.0
K02526	22.0
K02398	23.0
K02520	76.0
K02444	2.0
K03305	12.0
K02397	41.0
K02396	33.0
K02390	24.0
K02528	9.0
K02392	31.0
K07738	1.0
K02110	35.0
K01916	10.0
K01915	10.0
K03524	1.0
K01918	4.0
K01977	43.0
K01552	0.0
K03783	17.0
K00335	16.0
K05934	6.0
K00077	1.5
K00074	126.0
K00019	0.0
K03789	5.0
K00865	0.0
K03701	6.0
K02114	53.0
K00177	68.0
K00176	32.0
K00175	69.0
K00174	76.0
K03411	5.0
K03410	5.0
K03413	5.0
K03412	6.0
K02557	37.0
K02556	32.0
K02803	156.0
K07171	22.0
K00375	0.0
K01524	2.0
K02808	0.0
K03826	3.0
K03827	7.0
K01358	54.0
K00194	16.0
K00197	17.0
K00196	53.0
K03608	36.0
K03609	36.0
K03470	3.0
K00198	91.0
K07402	9.0
K06173	17.0
K02967	86.0
K03466	6.0
K06178	2.0
K06223	0.0
K07584	136.0
K15555	6.0
K15554	4.0
K15553	23.0
K06997	25.0
K09710	17.0
K09711	3.0
K02970	75.0
K01989	81.0
K03735	9.0
K03736	7.0
K01726	19.0
K00016	4.0
K04078	10.0
K04079	32.0
K04077	30.0
K00104	96.0
K04075	15.0
K01985	2.0
K03739	9.0
K00854	4.0
K12410	4.0
K07038	7.0
K00852	0.0
K04758	11.0
K04757	5.0
K00359	102.0
K00997	6.0
K00991	2.0
K00859	3.0
K06382	1.0
K06383	0.0
K06381	7.0
K13820	23.0
K06384	6.0
K06385	0.0
K03043	61.0
K03040	166.0
K03046	79.0
K02931	133.0
K02933	128.0
K02935	153.0
K04769	0.0
K02939	20.0
K02963	150.0
K06917	9.0
K03544	71.0
K03424	14.0
K09787	14.0
K07160	6.0
K01000	11.0
K01678	4.0
K13038	15.0
K01006	13.0
K02749	0.0
K03564	8.0
K01438	0.0
K16906	0.0
K02414	15.0
K11754	9.0
K00927	77.0
K00634	15.0
K00929	45.0
K00075	6.0
K02415	15.0
K14441	12.0
K07658	4.0
K11041	23.0
K02986	146.0
K15342	6.0
K00694	2.0
K02982	136.0
K09913	29.0
K02988	112.0
K01714	68.0
K02113	54.0
K06927	4.0
K03581	1.0
K06925	4.0
K02117	7.0
K02115	84.0
K03584	9.0
K02563	16.0
K03589	1.0
K03588	13.0
K03465	13.0
K02564	23.0
K05985	5.0
K02038	0.0
K01649	0.0
K11145	29.0
K11261	3.0
K01640	0.0
K02190	7.0
K06910	7.0
K16905	0.0
K06405	0.0
K16907	1.0
K02594	1.0
K10796	264.0
K00334	16.0
K07035	0.0
K00700	7.0
K00703	14.0
K07138	7.0
K02598	0.0
K02027	4.0
K02026	16.0
K06407	0.0
K06406	0.0
K10819	1.0
K06956	11.0
K02020	2.0
K03518	0.0
K03517	1.0
K09903	23.0
K07137	3.0
K02029	5.0
K02028	8.0
K06864	3.0
K03769	53.0
K03768	23.0
K00099	7.0
K03763	4.0
K01925	12.0
K01866	20.0
K01867	18.0
K02160	55.0
K00226	3.0
K05813	0.0
K01868	24.0
K01869	18.0
K05816	0.0
K05815	0.0
K09458	59.0
K04032	4.0
K16963	2.0
K04030	5.0
K04031	6.0
K00145	0.0
K01945	13.0
K06409	12.0
K01939	17.0
K02899	137.0
K01940	5.0
K00384	139.0
K00385	0.0
K01586	7.0
K07042	6.0
K07043	6.0
K07729	3.0
K00797	1.0
K00796	14.0
K00027	4.0
K00794	47.0
K00793	20.0
K00790	8.0
K16698	10.0
K05814	0.0
K09013	11.0
K03687	13.0
K03088	3.0
K03086	64.0
K00891	3.0
K11752	24.0
K17465	0.0
K17464	0.0
K17467	1.0
K17466	0.0
K03169	5.0
K00609	5.0
K00676	0.0
K09989	7.0
K03092	3.0
K02835	15.0
K03833	5.0
K00901	4.0
K02775	10.0
K02036	0.0
K00248	266.0
K01784	14.0
K01424	21.0
K00566	10.0
K00567	3.0
K02078	64.0
K00243	5.0
K03648	4.0
K10793	488.0
K00965	4.0
K06969	4.0
K02669	4.0
K04763	11.0
K00962	33.0
K00963	13.0
K00600	8.0
K02770	1.0
K01163	17.0
K00969	4.0
K02663	0.0
K02662	2.0
K07183	9.0
K00806	29.0
K00805	4.0
K07185	0.0
K00800	3.0
K09936	0.0
K06217	3.0
K07567	108.0
K06213	16.0
K02948	124.0
K05781	0.0
K05780	0.0
K01547	0.0
K01546	0.0
K01548	0.0
K01788	8.0
K06193	7.0
K02945	19.0
K02946	104.0
K01269	4.0
K02409	21.0
K02408	15.0
K00286	45.0
K02018	1.0
K01689	183.0
K06962	14.0
K02400	18.0
K06960	60.0
K02015	4.0
K02405	12.0
K02404	14.0
K02407	59.0
K02406	347.0
K02799	54.0
K02798	83.0
K00850	30.0
K01443	7.0
K01444	23.0
K00661	2.0
K01448	37.0
K02790	1.0
K02793	26.0
K02795	16.0
K02794	23.0
K02796	25.0
K07507	4.0
K02493	7.0
K05810	3.0
K02888	89.0
K02495	13.0
K00179	20.0
K02884	61.0
K02887	95.0
K02886	144.0
K02881	125.0
K07461	0.0
K07462	4.0
K06998	3.0
K04564	0.0
K04567	39.0
K04562	17.0
K07667	8.0
K06442	6.0
K03307	36.0
K09779	0.0
K02242	1.0
K10773	2.0
K16849	20.0
K10670	404.0
K02538	1.0
K03438	3.0
K11358	2.0
K01611	0.0
K02083	4.0
K02123	7.0
K02120	7.0
K02121	8.0
K01619	5.0
K02124	6.0
K09861	6.0
K01740	3.0
K00068	2.0
K01090	4.0
K00917	0.0
K03547	6.0
K03546	5.0
K03545	72.0
K07166	8.0
K02834	23.0
K03429	5.0
K02836	20.0
K02838	36.0
K13789	6.0
K00691	3.0
K07007	2.0
K03930	1.0
K07005	13.0
K03705	7.0
K03752	3.0
K03753	3.0
K03750	3.0
K05337	35.0
K03617	19.0
K03616	29.0
K03615	25.0
K03614	22.0
K03613	18.0
K03612	28.0
K03610	38.0
K09707	11.0
K02237	0.0
K03723	5.0
K09703	4.0
K02233	12.0
K02231	14.0
K02337	9.0
K02335	3.0
K06147	38.0
K02238	0.0
K00525	6.0
K00526	2.0
K00527	33.0
K01839	16.0
K01838	2.0
K15524	2.0
K07047	1.0
K01835	17.0
K16899	4.0
K16898	5.0
K00528	38.0
K09697	3.0
K00283	4.0
K00282	3.0
K03688	3.0
K03722	1.0
K11068	61.0
K04069	75.0
K04068	30.0
K02188	5.0
K04066	5.0
K00761	26.0
K03685	5.0
K03686	10.0
K02619	4.0
K04487	29.0
K00847	1.0
K00382	12.0
K00845	6.0
K02956	116.0
K01531	3.0
K04720	7.0
K01534	3.0
K06201	7.0
K01537	11.0
K07301	0.0
K06390	0.0
K06393	0.0
K06395	0.0
K06394	0.0
K06397	0.0
K06396	0.0
K06399	0.0
K14218	4.0
K06391	0.0
K01487	4.0
K05936	8.0
K03111	174.0
K02904	85.0
K08217	0.0
K02906	161.0
K14229	24.0
K01929	6.0
K15739	0.0
K15738	5.0
K01881	91.0
K01735	2.0
K01886	16.0
K01887	15.0
K08591	10.0
K15634	4.0
K09772	27.0
K15633	122.0
K01222	7.0
K01223	18.0
K00763	19.0
K00858	8.0
K02759	16.0
K01151	6.0
K02755	3.0
K02756	0.0
K01409	10.0
K01011	11.0
K01159	2.0
K01923	32.0
K09963	0.0
K00939	149.0
K00936	11.0
K00620	0.0
K00627	1.0
K00626	133.0
K00760	14.0
K00839	2.0
K06901	22.0
K06410	0.0
K06896	0.0
K06897	1.0
K06898	1.0
K02992	140.5
K02806	3.0
K02996	112.0
K01749	8.0
K02994	117.0
K06714	1.0
K01924	25.0
K11070	3.0
K11071	2.0
K15986	38.0
K07173	9.0
K02470	21.0
K05311	121.0
K16203	8.0
K02477	2.0
K02478	2.0
K03574	15.0
K11635	0.0
K03572	7.0
K03570	13.0
K01265	154.0
K02342	3.0
K05967	11.0
K01715	123.5
K01652	0.0
K02909	92.0
K02874	114.0
K02876	134.0
K03976	2.0
K02871	101.0
K03168	12.0
K00656	129.0
K00657	6.0
K03978	18.0
K03979	10.0
K02878	102.0
K02879	131.0
K00651	3.0
K07281	27.0
K07282	1.0
K02051	8.5
K14170	3.0
K06438	1.0
K02191	5.0
K03500	3.0
K07124	0.0
K00767	1.0
K02372	14.0
K02371	37.0
K02907	86.0
K03601	4.0
K07079	9.0
K00086	4.0
K03710	19.0
K03711	42.0
K03716	5.0
K03602	4.0
K07029	11.0
K01870	35.0
K03488	2.0
K01872	15.0
K01875	28.0
K02902	55.0
K01876	24.0
K01879	29.0
K01750	9.0
K09758	9.0
K09747	15.0
K03484	1.0
K06024	10.0
K06416	36.0
K04023	4.0
K07012	7.0
K04027	6.0
K04026	8.0
K04029	6.0
K04028	4.0
K13292	1.0
K03523	1.0
K05919	27.0
K02005	19.0
K03475	1.0
K03522	425.0
K07050	2.0
K07053	0.0
K07052	3.0
K03525	18.0
K00012	15.0
K00013	2.0
K00014	3.0
K07058	1.0
K03800	6.0
K03478	11.0
K03154	0.0
K03624	23.0
K04041	14.0
K03150	25.0
K03151	9.0
K03621	33.0
K06411	1.0
K03091	33.0
K03090	6.0
K01791	0.0
K03629	19.0
K02304	0.0
K02013	4.0
K01693	2.0
K06978	1.0
K03803	7.5
K06976	1.0
K01226	158.0
K07447	7.0
K01874	16.0
K16651	4.0
K00278	1.0
K07240	25.0
K03652	9.0
K04096	3.0
K03650	8.0
K03657	22.0
K01662	8.0
K03654	1.0
K14188	8.5
K07030	20.0
K00575	7.0
K00574	13.0
K01304	1.0
K02039	0.0
K01118	0.0
K00975	20.0
K11749	8.0
K02650	3.0
K07085	19.0
K02654	4.0
K04477	4.0
K02189	7.0
K11741	1.0
K00878	0.0
K07636	3.0
K07149	0.0
K00873	65.0
K00876	3.0
K00874	1.0
K09888	31.0
K04486	6.0
K04485	12.0
K02954	51.0
K06207	27.0
K02952	96.0
K14228	0.0
K02950	148.0
K14227	7.0
K14225	11.0
K02959	53.0
K04488	28.0
K03671	108.0
K11636	0.0
K00882	14.0
K01271	113.0
K01270	70.0
K00674	34.0
K01754	38.0
K06871	48.0
K01756	12.0
K02009	6.0
K02008	5.0
K01752	9.0
K07979	8.0
K06971	2.0
K02004	22.0
K02007	7.0
K02006	9.0
K01759	8.0
K02003	3.0
K01012	0.0
K07082	5.0
K00759	13.0
K00611	0.0
K00616	27.0
K00615	95.0
K06950	4.0
K07088	5.0
K07089	13.0
K00756	3.0
K01878	21.0
K03797	3.0
K07574	10.0
K00837	95.0
K08600	0.0
K08602	4.0
K07056	3.0
K14138	23.0
K09762	16.0
K03399	5.0
K11189	61.0
K06379	12.0
K06378	9.0
K08070	6.0
K06374	0.0
K06373	0.0
K02499	25.0
K05515	20.0
K02500	2.0
K02501	1.0
K02502	1.0
K07496	15.0
K07491	2.0
K06942	15.0
K01810	45.0
K03702	4.0
K01620	8.0
K01624	140.0
K01625	2.0
K01628	0.0
K11203	5.0
K11202	4.0
K01933	11.0
K00561	45.0
K03530	90.0
K00058	2.0
K00059	35.0
K02990	130.0
K00133	19.0
K00057	11.0
K12941	3.0
K00052	0.0
K00053	0.0
K07150	10.0
K00688	13.0
K08384	1.0
K02437	26.0
K03536	22.0
K03537	1.0
K00681	2.0
K07010	0.0
K02825	2.0
K00930	0.0
K03437	2.0
K02822	2.5
K01056	3.0
K02385	16.0
K03217	39.0
K03216	7.0
K03215	5.0
K03742	6.0
K03312	0.0
K03660	4.0
K03218	13.0
K03666	17.0
K14652	41.0
K03664	29.5
K03665	13.0
K06012	0.0
K09773	21.0
K09770	17.0
K06158	4.0
K02221	20.0
K05837	26.0
K09775	8.0
K06153	15.0
K02343	12.0
K02340	3.0
K03706	31.0
K02346	2.0
K04074	29.0
K02379	12.0
K07238	7.0
K01808	27.0
K03696	10.0
K03695	4.0
K00537	18.0
K01958	14.0
K04072	305.0
K01803	100.0
K00928	13.0
K01805	7.0
K03699	15.0
K00128	1.0
K01956	7.0
K03324	10.0
K05832	45.0
K03284	5.0
K03809	4.0
K01955	15.0
K03060	12.0
K05340	0.0
K01243	14.0
K01751	2.0
K02232	4.0
K02503	28.0
K00366	0.0
K02348	1.0
K03106	25.0
K03101	4.0
K03100	33.0
K02919	43.0
K04759	13.0
K02913	37.0
K02911	62.0
K02916	56.0
K02914	30.0
K00995	9.0
K01239	54.0
K09685	11.0
K16787	9.0
K16786	9.0
K16785	11.0
K15583	56.0
K01232	3.0
K01843	4.0
K01893	18.0
K01892	15.0
K00548	6.0
K01890	21.0
K02768	12.0
K02769	13.0
K02687	5.0
K01142	5.0
K02760	22.0
K02761	26.0
K00981	14.0
K02763	0.0
K13653	44.0
K00948	46.0
K00949	11.0
K00821	0.0
K00820	41.0
K00823	3.0
K00942	9.0
K00943	3.0
K00941	0.0
K00945	6.0
K06333	0.0
K01091	3.0
K06334	0.0
K06889	12.0
K06888	2.0
K08884	7.0
K10947	1.0
K03740	8.0
K11069	4.0
K07258	13.0
K01488	2.0
K11072	1.0
K02968	76.0
K01520	6.0
K11063	3.0
K01938	21.0
K02965	118.0
K01480	2.0
K09698	13.0
K02961	89.0
K01664	4.0
K01665	6.0
K03569	45.0
K03568	3.0
K02469	24.0
K03565	3.0
K06909	0.0
K03563	21.0
K00762	9.0
K01934	1.0
K01464	1.0
K01465	13.0
K01462	8.0
K00009	115.0
K00764	9.0
K00765	1.0
K02227	4.0
K01259	14.0
K00768	17.0
K01704	0.0
K01703	0.0
K01258	11.0
K02863	147.0
K14761	14.0
K02860	10.0
K02867	99.0
K00648	31.0
K07444	5.0
K02864	175.0
K00645	41.0
K16926	0.0
K16923	37.0
K06346	44.5
K02040	4.0
K05540	5.0
K02226	13.0
K02049	1.0
K01273	10.0
K02388	17.0
K02389	20.0
K03316	6.0
K02387	13.0
K03703	3.0
K03315	0.0
K03110	11.0
K03704	376.0
K03310	11.0
K03311	47.0
K03499	5.0
K03498	5.0
K01963	50.0
K01962	43.0
K01961	59.0
K06196	2.0
K07813	4.0
K03571	12.0
K03495	9.0
K03497	19.0
K03496	36.0
K03816	12.0
K00003	2.0
K04019	6.0
K00001	7.0
K03798	44.0
K00161	1.0
K00162	1.0
K00008	17.5
K02547	7.0
K03406	9.0
K03407	9.0
K07067	11.0
K07741	0.0
K03734	3.0
K03408	12.0
K07742	14.0
K03367	8.0
K03810	2.0
